카페명,지역,정보등급,블로그총량,스니펫수,카페명포함스니펫,블로거수,최신포스트,지역검색_상호,지역검색_업종,지역검색_주소,스니펫예시
함덕델문도,함덕,low,36358,100,47,94,20260708,델문도,"음식점>카페,디저트",제주특별자치도 제주시 조천읍 조함해안로 519-10,"제주도카페 제주 델문도 함덕 글, 사진 : 신양이 @ 여행 인플루언서 요즘 동남아여행 가면 이런 사진을... 음료 메뉴 커피: 아메리카노 7000원, 아이스 아메리카노 7500원,"
풍차해안도로 뷰맛집 카페,애월,low,35070,100,10,94,20260708,풍차로 가는 길,"음식점>카페,디저트",제주특별자치도 제주시 한경면 한경해안로 502-3 풍차로가는길,진짜 뷰맛집 커피맛집으로 인정 너무너무 맛있었다 8000원이 전혀 아깝지않다 크림위 땅콩도 그냥 너무... #제주여행 #신창풍차해안도로 #신창해안도로카페 #제주커피맛집 #제주서쪽카
랜디스 도넛,애월,low,34891,100,100,93,20260707,랜디스도넛 애월점,"음식점>카페,디저트>도넛",제주특별자치도 제주시 애월읍 애월로 27-1 애월한담주차장 이용 가능(유료),애월 카페 언덕 위 멋진 전망을 가지고 있는 제주 랜디스도넛 실내 공간들은 여름 쉬어가기 좋은 추천... 추천 하는 이유 입니다. #애월카페거리 #랜디스도넛제주추천 #애월카페 #랜
레미콘카페,제주시내,low,34824,100,45,90,20260707,레미콘,"카페,디저트>베이커리",제주특별자치도 제주시 거로남8길 21-32 101동,레미콘 카페 주소 : 제주 제주시 거로남8길 21-32 101동 제주 레미콘 카페는 몇년전부터 제주에서 새롭게 주목받고 있는 대형 베이커리 카페입니다. 규모가 꽤 커서 주차장도 잘
쉽표,협재,low,31857,100,0,92,20260706,,,,3박4일 제주도여행 DAY4 에가톳캐빈 산책로 - 둘레길 서귀포중문본점 - 산방산유채꽃명소 - 제주 유채꽃 - 협재 카페 쉼표 - 제주공항 제주항공 7C132 하이하이 오늘은 제주
하멜,제주시내,low,30674,100,100,96,20260707,제주하멜,"카페,디저트>베이커리",제주특별자치도 제주시 노형2길 51-3,제주 하멜 다음으로 도착한 곳은 수제 치즈케이크로 유명한 제주 하멜입니다. 마찬가지로 제주 시내권 노형동에 위치해있어 찾아가기 어렵지 않더라고요. 하멜 역시 인기있는 제주도 디저트
카페더라이트,성산,low,29933,100,99,84,20260705,카페더라이트,"음식점>카페,디저트",제주특별자치도 서귀포시 성산읍 한도로 269 카페더라이트,(여행 일자 20240530) 제주 카페 더 라이트 ✅제주도 서귀포시 성산읍 한도로 269 ✅영업 시간: 09:00~19:00 ✅매주 일요일 휴무 더 라이트 제주 카페 위치는 성산
테라로사,애월,low,28770,100,100,96,20260703,테라로사 서귀포점,"카페,디저트>카페",제주특별자치도 서귀포시 칠십리로658번길 27-16,"가능 *제주도민 음료 10% 할인 제주 테라로사커피 중문 에코라운지점은 드라이브 스루가 가능한... 테라로사커피 중문 카페 한쪽 벽면에는 어느 작가의 그림이 전시되어 있었는데, 그"
(제주 김녕 해변 앞 신상 카페),김녕,low,28322,100,0,97,20260707,,,,"Signature 밤 메뉴!  아기의자, 전용 주차장 있음.  근처 볼거리 : 청굴물, 성세기해변, 월정해수욕장, 미로공원 더모먼트 김녕 제주 동쪽 신상 카페 추천 드려요 :-) "
Lp카페,협재,low,27244,100,1,98,20260707,리버브제주,"음식점>카페,디저트",제주특별자치도 제주시 한림읍 한림해안로 648 3층,"같은 LP카페를 소개해드리려고 해요. 바이닐 제주라는 이름의 이곳은 음악을 사랑하는 사람들, 특히... 총평 결론부터 말하면 제주LP카페 바이닐 제주는 혼자 떠나는 제주여행에서 음"
Lp까페,우도,low,27244,100,0,98,20260707,바이닐 제주,테마카페,제주특별자치도 제주시 한림읍 한림로 470,"같은 LP카페를 소개해드리려고 해요. 바이닐 제주라는 이름의 이곳은 음악을 사랑하는 사람들, 특히... 총평 결론부터 말하면 제주LP카페 바이닐 제주는 혼자 떠나는 제주여행에서 음"
런던베이글뮤지엄 제주점,구좌,low,26322,100,92,99,20260707,런던베이글뮤지엄 제주,"카페,디저트>베이커리",제주특별자치도 제주시 구좌읍 동복로 85 제2동 1층,제주여행에서 어떻게든 일정에 넣었던 런던베이글뮤지엄 제주점 후기입니다 숙소가 서귀포쪽에 있지만 여행 일정 중 제주시 올 일이 있어서 한 번 방문해봤어요 :) 저는 일요일 오후 4시
카페더클리프,서귀포시내,low,25728,100,49,97,20260706,더클리프,"음식점>카페,디저트",제주특별자치도 서귀포시 중문관광로 154-17,"중문 카페 더클리프 제주. 2022년 6월 2일 , 6살 하트 - 더클리프 제주에서 으앙 기여워, 6살 꼬맹이 하트... 쨍하면 더 환상이겠지만 이 운치있는 바다도 나쁘지 않았다!"
이니스프리 하우스,중문,low,25599,100,92,91,20260704,이니스프리 제주하우스,"쇼핑,유통>화장품,향수",제주특별자치도 서귀포시 안덕면 신화역사로 23,녹차와 제주 화산송이 등 천연 원료로 만든 이니스프리의 베스트 셀러를 판매하고 있는 제주 이니스프리 하우스입니다 일반 이니스프리 매장보다 특별한 한정 화장품들을 더 많이 만나볼 수
원앤온리,안덕,low,25539,100,100,98,20260706,원앤온리,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 산방로 141 원앤온리 제주,"오늘은 제주도 여행 중 가장 인상 깊었던 제주 원앤온리 방문기를 들고 왔습니다. SNS에서 워낙 핫한... 뷰가 다한 멋진 제주 안덕면 카페, 원앤온리 후기를 마칩니다. 여러분도 "
시루,애월,low,25507,100,100,99,20260605,함덕콩시루 제주본점,한식>국밥,제주특별자치도 제주시 조천읍 함덕로 28 2층,"[제주 시루원] 동문시장오메기떡 7종 세트, 다양한 매력이 넘친다. 어렸을 때에도, 젋었을 때에도... 제주 동문시장 3번 출구 쪽에 위치한 시루원. 팜플렛에도 보관법이 아주 상세"
제주 유럽감성 초신상카페,애월,low,25271,100,0,98,20260708,,,,있는 유럽 감성 카페는 마치 동화속 한장면 같았고 푸짐하고 맛있는 브런치와 그릭과일플레이트까지 제주도 감성 제대로 느끼고 올 수 있었던 아이와 가기 좋은 제주 서귀포 브런치 카페
카이막,애월,low,25032,100,100,99,20260707,천사 카이막,"음식점>카페,디저트",제주특별자치도 제주시 서문로 7-1 천사 카이막,"아기랑 제주살이 중, 노키즈존 카페라니☕ 게다가 카이막으로 유명한 감성카페라니! 진짜 이런게 여행의 묘미가 아닐까 싶다 제주 카이막 맛집, 소길다방은 야외자리도 많이 있었는데, 비"
미영이네,김녕,low,24413,100,100,94,20260707,미영이네,한식>생선회,제주특별자치도 서귀포시 대정읍 하모항구로 42,제주 고등어회 맛집 미영이네 조천점 #왓츠인마이블로그 #블로그챌린지 #일상포토덤프 #블로그챌린지... 같은 제주 미영이네 조천점 밤 비행기로 도착해서 공항 근처 렌터카에서 차 받고
보롬왓,기타,low,24185,100,100,93,20260707,보롬왓,"여행,명소>관람,체험",제주특별자치도 서귀포시 표선면 번영로 2350-104,"3월 제주 여행 월간남친 촬영지 제주도 보롬왓 튤립 봄꽃구경 봄이 찾아오는 3월이면 제주도는... 4,000원 제주 보롬왓은 넓은 들판과 다양한 꽃밭 그리고 전시 공간이 함께 어우"
한옥 감성 카페,남원,low,23768,100,31,98,20260708,해지개,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 애월북서길 52 . 1~2층,"제주애월카페거리, 한담해변 한옥감성 카페 해지개 ✔ 영업시간: 매일 09:00-21:00 ✔ 전화번호: 0507-1358-8586 ✔ 로스터리, 출입구 휠체어 이용가능, 단체석 아"
런던베이글 뮤지엄,제주시내,low,23152,100,100,96,20260707,런던베이글뮤지엄 제주,"카페,디저트>베이커리",제주특별자치도 제주시 구좌읍 동복로 85 제2동 1층,#런던베이글뮤지엄 #제주런던베이글 #런던베이글 #제주런던베이글뮤지엄 #제주빵지순례 #제주맛집 #제주여행필수코스 #제주동쪽여행 #런던베이글오픈런 #제주도여행 #제주여행코스 #제주베이
런던베이글뮤지엄,제주시내,low,23152,100,100,96,20260707,런던베이글뮤지엄 제주,"카페,디저트>베이커리",제주특별자치도 제주시 구좌읍 동복로 85 제2동 1층,#런던베이글뮤지엄 #제주런던베이글 #런던베이글 #제주런던베이글뮤지엄 #제주빵지순례 #제주맛집 #제주여행필수코스 #제주동쪽여행 #런던베이글오픈런 #제주도여행 #제주여행코스 #제주베이
당당,애월,low,22579,100,100,97,20260705,당당,음식점>브런치,제주특별자치도 제주시 애월읍 중엄안1길 25 당당,"제주 애월 브런치 맛집, 당당 입니다. 제주 브런치 카페 당당 주차 정보 매장 바로 맞은편과 옆쪽에... * 제주 당당은 케어키즈존입니다. (노키즈존x) 수플레가 유명한 브런치 맛"
오드랑베이커리,함덕,low,22195,100,100,97,20260707,오드랑베이커리 함덕점,"카페,디저트>베이커리",제주특별자치도 제주시 조천읍 조함해안로 552-3,제주 오드랑베이커리 함덕점 오픈런 함덕해수욕장 앞 계절식탁 평소에 빵을 정말 좋아해서 여행 첫 날... 1.오드랑베이커리 주소 : 제주 제주시 조천읍 조함해안로 552-3 주소 :
오드랑 베이커리,함덕,low,22195,100,100,97,20260707,오드랑베이커리 함덕점,"카페,디저트>베이커리",제주특별자치도 제주시 조천읍 조함해안로 552-3,제주 오드랑베이커리 함덕점 오픈런 함덕해수욕장 앞 계절식탁 평소에 빵을 정말 좋아해서 여행 첫 날... 1.오드랑베이커리 주소 : 제주 제주시 조천읍 조함해안로 552-3 주소 :
유동커피,서귀포시내,low,21841,100,100,95,20260707,유동커피 소금공장점,"음식점>카페,디저트",제주특별자치도 제주시 용마서1길 30 1층 유동커피 소금공장점,하겠습니다 유동커피는 제주도에 총 2곳이! 있는데 하나는 제주공항 근처에 위치하고 있고 또 다른 한... 생겼던 제주 유동커피 소금공장점이죠. 공항 근처라 비행기들도 낮게 날았어요
커피냅로스터스 제주,제주시내,low,21729,100,87,97,20260706,커피냅로스터스 제주,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 하귀2길 45 1층,"커피냅로스터스 제주서쪽애월카페 © 사진, 글 윤슬 여행 사진관 안녕하세요. 여행 인플루언서 윤슬 여행 사진관입니다. 오늘 소개해 드릴 곳은 제주 서쪽 애월읍에 위치한 카페 커피냅로"
카페한라산,제주시내,low,21264,100,60,96,20260706,카페한라산,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 면수1길 48,제주 카페 한라산 고양이와 함께 하는 오션뷰 맛집 고양이와 함께 하는 오션뷰 맛집 제주 카페 한라산 제주 한라산 카페 소개해 드릴게요. 바로 앞에 세화해변이 내려다보이는 오션뷰 맛
카페 한라산,세화,low,21264,100,60,96,20260706,카페한라산,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 면수1길 48,제주 카페 한라산 고양이와 함께 하는 오션뷰 맛집 고양이와 함께 하는 오션뷰 맛집 제주 카페 한라산 제주 한라산 카페 소개해 드릴게요. 바로 앞에 세화해변이 내려다보이는 오션뷰 맛
소나무커피,제주시내,low,20535,100,99,96,20260706,소나무커피,"음식점>카페,디저트",제주특별자치도 제주시 노형4길 28,먹어봐야겠어~! [소나무커피] 주소(도로명): 제주 제주시 노형4길 28 주소(지번): 제주 제주시 노형동 3799-1 전화: 0507-1394-3181 영업시간: 10:00~18
서연의집,위미,low,20256,100,100,96,20260624,카페서연의집 건축학개론촬영지,"음식점>카페,디저트",제주특별자치도 서귀포시 남원읍 위미해안로 86 건축학개론촬영지 카페서연의집,만개한 제주동백수목원의 개화상황을 클립영상으로도 확인해보세요~ 카페 서연의집 제주동백수목원에서 구경을 하고 차로 10분 거리의 카페 서연의집에 갔습니다. 카페 서연의집은 위미항 근
서연의 집,위미,low,20256,100,100,97,20260624,카페서연의집 건축학개론촬영지,"음식점>카페,디저트",제주특별자치도 서귀포시 남원읍 위미해안로 86 건축학개론촬영지 카페서연의집,만개한 제주동백수목원의 개화상황을 클립영상으로도 확인해보세요~ 카페 서연의집 제주동백수목원에서 구경을 하고 차로 10분 거리의 카페 서연의집에 갔습니다. 카페 서연의집은 위미항 근
우유부단,애월,low,18467,100,100,97,20260707,우유부단 제주성이시돌목장본점,"음식점>카페,디저트",제주특별자치도 제주시 한림읍 금악동길 38,"제주 여행 중 다녀온 성이시돌목장 우유부단. 제주 서쪽 코스를 다니다 보면 한 번쯤 들르게 되는 곳인데, 목장 풍경도 예쁘고 우유 아이스크림으로 유명해서 궁금했던 곳이다. 성이시돌"
일기초록,제주시내,low,18229,100,96,97,20260629,일기초록,"카페,디저트>베이커리",제주특별자치도 제주시 신산로11길 15 1층 일기초록,"MZ가 좋아하는 제주감성카페 쇠맛 느껴지는 인테리어와 고양이 온기를 더하는 초록색과 친절한 서비스 맛있었던 쿠키가 좋았던 카페 일기초록 제주 맛집과 카페, 당신의 시간을 아끼는 리"
느좋카페,서귀포시내,low,18114,100,98,91,20260707,비케이브,"음식점>카페,디저트",제주특별자치도 제주시 조천읍 동백로 122,19) 걸매생태공원 매화 개화 상황을 보고 휴식을 하기 위해 근처 느좋 카페 서홍정원을 찾아가는데 이... 그래서 제주 느좋 카페 서홍정원에 가면 반드시 디저트 하나는 주문해야 합
